Individual_number;Individual.ID;Place;age;sex;Species;clade;population;ear.length;ear.width;head.length;head.width;interorbital.dist;intraorbital.dist;snout.length;lower.leg.length;hind.foot.length;third.toe.length;body.length;tail.length;body.mass;observer;male_repro;female_repro;pregnant_body.mass;comment;comment2;latitude;longitude;altitude;date;ear.marking;RADSeq.available
2118;88-96;JBB;adult;F;ravelobensis;3;rave;#NV;14,7;#NV;21,3;21;7,5;10,4;43,8;27;#NV;95;165;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34868;NA;NA
2119;42-96;JBB;adult;M;ravelobensis;3;rave;#NV;16,1;35,9;26,1;20,5;6,5;9,9;40,4;24,2;#NV;78;155;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34868;NA;NA
2120;39-96;JBB;adult;M;ravelobensis;3;rave;#NV;17,2;36,1;23,25;21,15;6,6;9,5;43,25;23,8;#NV;88;168;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34868;NA;NA
2121;85-96;JBB;adult;F;ravelobensis;3;rave;#NV;15;#NV;18,6;21,5;7;10,5;39,4;24,7;#NV;82;155;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;35234;NA;NA
2122;52-96;JBB;adult;F;ravelobensis;3;rave;#NV;11,1;33,5;22,6;20,35;6,4;8,5;41,8;24,9;#NV;75;161;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34868;NA;NA
2123;89-96;JBB;adult;M;ravelobensis;3;rave;#NV;15,1;36,8;20,6;22,7;8;9,8;40,6;24,8;#NV;85;160;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34868;NA;NA
2124;37-96;JBB;adult;M;ravelobensis;3;rave;#NV;17,15;#NV;21,85;20,55;7,15;9,25;43,8;22,1;#NV;88;170;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34868;NA;NA
2125;58-95;JBB;adult;F;ravelobensis;3;rave;#NV;15;34,35;20,3;#NV;8,3;#NV;36;24;#NV;60;145;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34867;NA;NA
2126;73-95;JBB;adult;M;ravelobensis;3;rave;#NV;14,1;37,8;20,3;22,2;8,2;10,9;42,1;25,4;#NV;88;173;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34867;NA;NA
2127;44-96;JBB;adult;M;ravelobensis;3;rave;#NV;16,3;36,2;24;20,2;7,2;10,3;42;23,2;#NV;85;162;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34868;NA;NA
2128;76-96;JBB;adult;M;ravelobensis;3;rave;#NV;15,8;35,2;22,2;21,1;5;8,7;42,1;24,3;#NV;95;154;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34868;NA;NA
2130;55-95;JBB;adult;F;ravelobensis;3;rave;#NV;14,2;35,9;22,3;20,9;7,7;8,8;41,9;24,5;#NV;67;143;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34867;NA;NA
2131;73-96;JBB;adult;F;ravelobensis;3;rave;#NV;14,5;37,6;22,9;20,9;6,2;10,6;44;25,4;#NV;105;157;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34868;NA;NA
2132;93-96;JBB;adult;F;ravelobensis;3;rave;#NV;16,6;35,7;19;23,4;8;10,3;41,1;24;#NV;90;165;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34868;NA;NA
2133;34-96;JBB;adult;M;ravelobensis;3;rave;#NV;17,25;37,2;22,54;22,1;7,6;9,4;44,2;23,35;#NV;82;166;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34868;NA;NA
2134;72-96;JBB;adult;F;ravelobensis;3;rave;#NV;15,8;34,6;22;21,3;6,2;10,8;39,7;22,7;#NV;90;170;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34868;NA;NA
2135;86-96;JBB;adult;F;ravelobensis;3;rave;#NV;14,6;35,2;18,3;20;7,1;8,4;39,2;24,1;#NV;85;157;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34868;NA;NA
2136;35-96;JBB;adult;M;ravelobensis;3;rave;#NV;16,25;34,3;21,75;21;7;8,7;43,75;24;#NV;82;165;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34868;NA;NA
2137;75-96;JBB;adult;F;ravelobensis;3;rave;#NV;14,8;34,7;18,2;18,8;6;8,4;38;22,5;#NV;85;155;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34868;NA;NA
2138;41-96;JBB;adult;M;ravelobensis;3;rave;#NV;15,7;35,7;24,75;19,5;7,1;9,6;42,8;23,1;#NV;84;167;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34868;NA;NA
2139;50-96;JBB;adult;F;ravelobensis;3;rave;#NV;16;37,5;24,9;22,5;7;9;46,6;25,5;#NV;89;172;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34868;NA;NA
2140;40-96;JBB;adult;M;ravelobensis;3;rave;#NV;11,05;35,2;23;20,5;6,8;7,8;43,3;25;#NV;84;162;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34868;NA;NA
2141;71-96;JBB;adult;F;ravelobensis;3;rave;#NV;15;35,3;23,9;20;6,5;10,3;38,4;23,8;#NV;100;160;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34868;NA;NA
2142;97-96;JBB;adult;M;ravelobensis;3;rave;#NV;15,3;35;24,7;21,1;7,1;9;38,6;24;#NV;70;155;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34868;NA;NA
2143;143-96;JBB;adult;M;ravelobensis;3;rave;#NV;16,1;35,3;24,4;21,3;7,8;9,4;36,2;24,9;#NV;80;150;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34868;NA;NA
2144;49-96;JBB;adult;F;ravelobensis;3;rave;#NV;15,4;35,5;21,5;#NV;6,7;9,2;40,4;23,8;#NV;85;156;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34868;NA;NA
2145;43-96;JBB;adult;M;ravelobensis;3;rave;#NV;16,8;37,1;22,5;23,1;7,7;10,7;43,2;24,8;#NV;86;170;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34868;NA;NA
2146;49-95;JBB;adult;F;ravelobensis;3;rave;#NV;17;36,5;22,7;20,5;7;8,5;41,5;24,6;#NV;86;165;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34867;NA;NA
2147;55-96;JBB;adult;F;ravelobensis;3;rave;#NV;15,5;35,4;22,2;20,2;7,2;#NV;40,2;24,2;#NV;72;155;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34868;NA;NA
2148;100-96;JBB;adult;F;ravelobensis;3;rave;#NV;16,1;36,1;23,6;22,3;7,6;10;38,1;#NV;#NV;95;153;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34868;NA;NA
2149;98-96;JBB;adult;M;ravelobensis;3;rave;#NV;16;36,8;23,6;19,3;5,4;9,6;39,3;24,4;#NV;90;157;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34868;NA;NA
2150;99-96;JBB;adult;F;ravelobensis;3;rave;#NV;17;37,7;23,3;20,8;7,4;9;45,9;26,2;#NV;105;172;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34868;NA;NA
2151;48-95;JBB;adult;M;ravelobensis;3;rave;#NV;14,1;34,8;22,5;22,3;7,4;10;37,65;26,6;#NV;90;173;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34867;NA;NA
2152;66-96;JBB;adult;F;ravelobensis;3;rave;#NV;14,8;#NV;21,2;22,2;#NV;10,6;43,4;24,4;#NV;95;160;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34868;NA;NA
2154;68-96;JBB;adult;F;ravelobensis;3;rave;#NV;15;35,4;#NV;20,8;6,8;8,7;43;24,9;#NV;80;155;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34868;NA;NA
2155;84-96;JBB;adult;M;ravelobensis;3;rave;#NV;15,8;35,5;20,8;20,1;7,5;9,3;41,2;24;#NV;85;155;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34868;NA;NA
2156;70-96;JBB;adult;M;ravelobensis;3;rave;#NV;14,7;39,1;23,5;19,5;6,2;10,2;40,9;25,3;#NV;95;158;#NV;UR;NA;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;34868;NA;NA
2159;51-15;JBB;adult;F;ravelobensis;3;rave;22,8;#NV;37,8;21,2;18,5;6,5;8,4;41,1;24,9;9,3;77;154;49;AK;NA;NA;NA;67;NA;-16.1344722199999;46.811527779999999;NA;42202;NA;NA
2160;45-15;JBB;adult;F;ravelobensis;3;rave;22,1;#NV;35,9;22,3;18,4;5,6;7,8;41,1;24,9;9,9;85;155;50;AK;NA;NA;NA;entrance;NA;-16.1344722199999;46.811527779999999;NA;42198;NA;NA
2161;44-15;JBB;adult;F;ravelobensis;3;rave;23,4;#NV;36,5;21,1;19,5;5,5;8,6;42,7;26,1;10,3;90;142;50;AK;NA;NA;NA;90;NA;-16.1344722199999;46.811527779999999;NA;42198;NA;NA
2162;47-15;JBB;adult;F;ravelobensis;3;rave;21,6;#NV;35,9;24,9;19,7;4,9;7,9;40,8;23,4;9,4;80;144;51;AK;NA;NA;NA;39;NA;-16.1344722199999;46.811527779999999;NA;42198;NA;NA
2163;50-15;JBB;adult;F;ravelobensis;3;rave;23,5;#NV;34,2;20,8;19,4;6,8;8,2;40,3;24,6;9,2;80;162;53;AK;NA;NA;NA;49;NA;-16.1344722199999;46.811527779999999;NA;42202;NA;NA
2164;41-13;JBB;adult;F;ravelobensis;3;rave;21,5;#NV;32,3;23,3;20,6;6,5;8,3;42,1;25,8;10,8;93;159;56;AK;NA;NA;NA;45;NA;-16.1344722199999;46.811527779999999;NA;42200;NA;NA
2165;39-13;JBB;adult;F;ravelobensis;3;rave;19,3;#NV;36,1;22,9;18,3;5,3;9,4;46,3;26,1;9;95;154;63;AK;NA;NA;NA;61;NA;-16.1344722199999;46.811527779999999;NA;42198;NA;NA
2166;58-15;JBB;adult;F;ravelobensis;3;rave;21,9;#NV;35,7;20,8;19,3;7,3;7,7;40,4;25,2;9,2;85;143;49;AK;NA;NA;NA;89;NA;-16.1344722199999;46.811527779999999;NA;42231;NA;NA
2167;F20-13JBB;JBB;adult;F;ravelobensis;3;rave;20,6;15;35,6;20,5;20,5;7,2;10,6;40,6;23,9;7,2;90;150;51;RZ;NA;closed_recently;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;41503;C4;NA
2168;M42-13JBB;JBB;adult;M;ravelobensis;3;rave;22;13,6;35,1;20;21;7,3;8,5;41,2;23;8,5;81;173;52;RZ;enlarged;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;41505;D1;NA
2169;F12-13JBB;JBB;adult;F;ravelobensis;3;rave;22,8;17,2;35;22,2;21,1;6,7;8,9;42,8;25;8,9;80;155;53;RZ;NA;closed;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;41503;B3;NA
2170;F07-13JBB;JBB;adult;F;ravelobensis;3;rave;20,6;14,4;35,6;20;22,8;7,8;9,5;40,5;20,6;7,9;85;154;54;RZ;NA;closed;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;41503;A2;NA
2171;M15-13JBB;JBB;adult;M;ravelobensis;3;rave;23,4;14,3;34,6;22,6;21,3;6,6;7,4;44,2;22,5;8,6;89;153;54;RZ;enlarged;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;41503;B2;NA
2172;M21-13JBB;JBB;adult;M;ravelobensis;3;rave;25,2;15;35,1;21,5;20,5;6,1;8,3;40,4;24;8,1;88;162;55;RZ;enlarged;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;41503;C2;NA
2173;55-15;JBB;adult;M;ravelobensis;3;rave;24,7;#NV;36,2;22,6;20,8;7,3;8,3;41,1;23,6;9,5;88;150;56;AK;NA;NA;NA;33;NA;-16.1344722199999;46.811527779999999;NA;42229;NA;NA
2174;F14-13JBB;JBB;adult;F;ravelobensis;3;rave;24,4;16,6;35;20;22,2;7,8;9,2;42,8;24,4;10;87,5;171;57;RZ;NA;closed;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;41503;B2;NA
2175;F36-13JBB;JBB;adult;F;ravelobensis;3;rave;22,2;12,8;37,2;20,5;21,7;8,3;10;42,8;24,4;8,9;92;171;58;RZ;NA;closed;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;41505;AC;NA
2176;078-15;JBB;adult;M;ravelobensis;3;rave;23,4;#NV;33,7;20,3;18,8;#NV;#NV;44,3;21,9;9,9;74;158;58;AK;NA;NA;NA;71;NA;-16.1344722199999;46.811527779999999;NA;42229;NA;NA
2177;F18-13JBB;JBB;adult;F;ravelobensis;3;rave;22,2;15,5;36,7;20;22,2;7,2;10;45;24,4;9,4;90;158;60;RZ;NA;closed_recently;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;41503;B1;NA
2178;M09-13JBB;JBB;adult;M;ravelobensis;3;rave;21,6;16,1;36,1;20;22,2;6,6;7,2;41,1;24,4;9,4;90;165;62;RZ;enlarged;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;41503;A4;NA
2179;57-15;JBB;adult;F;ravelobensis;3;rave;22,8;#NV;37,1;22,8;21,1;7,4;10,1;44,3;26,7;9,8;#NV;170;63;AK;NA;NA;NA;42;NA;-16.1344722199999;46.811527779999999;NA;42229;NA;NA
2180;M19-13JBB;JBB;adult;M;ravelobensis;3;rave;23,6;13,3;34,4;21;22,3;7;8,7;42,2;24,2;8,8;85;166;63;RZ;enlarged;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;41503;B1;NA
2181;M10-13JBB;JBB;adult;M;ravelobensis;3;rave;24,4;16,1;37;25;21,8;5,4;6,4;42,3;25;9,1;80;170;68;RZ;enlarged;NA;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;41503;BD4;RADSEQ
2182;F11-13JBB;JBB;adult;F;ravelobensis;3;rave;24,6;16,6;36,6;24,7;23,6;6,8;8,3;41,4;24;8,7;93;174;68;RZ;NA;closed;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;41503;A3;NA
2183;F13-13JBB;JBB;adult;F;ravelobensis;3;rave;24,7;16;34;23,3;22;6,8;7,4;43,2;24;8,5;87;158;68;RZ;NA;closed;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;41503;C3;NA
2184;F39-13JBB;JBB;adult;F;ravelobensis;3;rave;25,4;14;34,7;21,5;21;6;8;44,4;25,1;9,1;85;162;72;RZ;NA;closed;NA;NA;NA;-16.1344722199999;46.811527779999999;NA;41505;A4;NA
2185;60-15;JBB;adult;M;ravelobensis;3;rave;23;#NV;35,8;22,9;22;7,3;11,7;40,7;21;9,1;75;150;64;AK;NA;NA;NA;44;NA;-16.1344722199999;46.811527779999999;NA;42258;NA;NA
2356;148-03;Mahajamba-Est;adult;F;ravelobensis;3;rave;24,6;15,1;35,5;21,8;21,5;7,7;7,4;42;26,1;9,4;#NV;#NV;58;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-16.196435000000001;47.256968000000001;NA;37863;NA;no
2357;150-03;Mahajamba-Est;adult;M;ravelobensis;3;rave;25,1;15,3;36,8;22;22,1;7,9;9,9;43,4;24,7;9,3;#NV;#NV;63;GO;enlarged;NA;NA;no_age_initially_given_in_raw_data;NA;-16.196435000000001;47.256968000000001;NA;37863;NA;no
2358;149-03;Mahajamba-Est;adult;F;ravelobensis;3;rave;24,9;15,8;37,8;20,9;22,8;8;10,6;42;24,9;8,5;#NV;#NV;72;GO;NA;open;NA;no_age_initially_given_in_raw_data;NA;-16.196435000000001;47.256968000000001;NA;37863;NA;no
2359;154-03;Mahajamba-Est;adult;F;ravelobensis;3;rave;22,2;14,2;35,8;18,6;21,4;7;7,1;#NV;22,8;8,2;#NV;#NV;49;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-16.196435000000001;47.256968000000001;NA;37868;NA;no
2360;152-03;Mahajamba-Est;adult;F;ravelobensis;3;rave;21,9;16,6;36,6;19;21,7;6,3;8,3;37,9;24,2;8,1;#NV;#NV;62;GO;NA;open;NA;no_age_initially_given_in_raw_data;NA;-16.196435000000001;47.256968000000001;NA;37868;NA;no
2361;153-03;Mahajamba-Est;adult;F;ravelobensis;3;rave;20,8;15,7;36,7;18,1;21,3;7,4;7,1;39,9;23,6;8,4;#NV;#NV;70;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-16.196435000000001;47.256968000000001;NA;37868;NA;no
2362;32-03;Mangatelo;adult;F;ravelobensis;8;rave;20,9;#NV;37,8;21,1;21,4;7,9;9,2;39,5;23,6;9;99;146;58;GO;NA;closed;NA;no_age_initially_given_in_raw_data;initially misclassified as murinus;-16.410967809999899;46.991793309999998;NA;37795;NA;no
2363;M48-14Mari;Mariarano;adult;M;ravelobensis;3;rave;#NV;#NV;34,8;#NV;#NV;#NV;#NV;35,4;#NV;#NV;69;145;52;UR;NA;NA;NA;NA;NA;-15.49;46.7;NA;41818;D;NA
2364;M50-14Mari;Mariarano;adult;M;ravelobensis;3;rave;#NV;#NV;33,4;#NV;#NV;#NV;#NV;40,4;#NV;#NV;83;144;53;UR;NA;NA;NA;NA;NA;-15.47;46.7;NA;41819;A1;NA
2365;M52-14Mari;Mariarano;adult;M;ravelobensis;3;rave;#NV;#NV;35;#NV;#NV;#NV;#NV;39,8;#NV;#NV;72;154;54;UR;NA;NA;NA;NA;NA;-15.47;46.7;NA;41819;A2;NA
2366;F23-13Mari;Mariarano;adult;F;ravelobensis;3;rave;#NV;#NV;35,1;#NV;#NV;#NV;#NV;40;#NV;#NV;78;148;57;UR;NA;NA;NA;NA;NA;-15.47;46.7;NA;41819;C1;NA
2367;F21-13Mari;Mariarano;adult;F;ravelobensis;3;rave;#NV;#NV;34,6;#NV;#NV;#NV;#NV;39;#NV;#NV;78;151;58;UR;NA;NA;NA;NA;NA;-15.47;46.7;NA;41819;B2;NA
2368;M56-14Mari;Mariarano;adult;M;ravelobensis;3;rave;#NV;#NV;36,1;#NV;#NV;#NV;#NV;40,3;#NV;#NV;87;160;58;UR;NA;NA;NA;NA;NA;-15.47;46.7;NA;41819;A4;NA
2369;F06-13Mari;Mariarano;adult;F;ravelobensis;3;rave;#NV;#NV;35,2;#NV;#NV;#NV;#NV;40;#NV;#NV;76;148;61;UR;NA;NA;NA;NA;NA;-15.47;46.7;NA;41819;C;NA
2370;F44-14Mari;Mariarano;adult;M;ravelobensis;3;rave;#NV;#NV;35,9;#NV;#NV;#NV;#NV;36,7;#NV;#NV;87;163;67;UR;NA;NA;NA;NA;NA;-15.49;46.7;NA;41818;A3;NA
2382;51-03;Mariarano;adult;F;ravelobensis;3;rave;18,1;13;35,4;20;19,9;7;7,5;38,8;23,8;8;74;143;41;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-15.47;46.7;NA;37809;NA;no
2383;106-03;Mariarano;adult;M;ravelobensis;3;rave;18,5;11,4;36,1;21,4;19;7,1;8,4;41,4;23,7;7,6;74;144;41;GO;NA;NA;NA;no_age_initially_given_in_raw_data;NA;-15.47;46.7;NA;37817;NA;no
2384;60-03;Mariarano;adult;F;ravelobensis;3;rave;19,5;12,3;37,5;22,1;19,3;7,1;8,3;36,9;21,9;8,4;80;143;42;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-15.47;46.7;NA;37809;NA;no
2385;61-03;Mariarano;adult;F;ravelobensis;3;rave;21;11,4;34,8;20,1;19,9;6,7;11;37,6;23,4;8,5;72;145;42;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-15.47;46.7;NA;37810;NA;no
2386;97-03;Mariarano;adult;F;ravelobensis;3;rave;21,2;11,5;35,6;21,3;19;6,9;8,6;38,8;24,2;8,1;85;154;42;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-15.47;46.7;NA;37815;NA;no
2387;90-03;Mariarano;adult;F;ravelobensis;3;rave;22,4;12,3;35,4;22,2;21,3;8,6;9,5;38,7;34,9;9,2;84;162;42;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-15.47;46.7;NA;37811;NA;no
2388;62-03;Mariarano;adult;M;ravelobensis;3;rave;23,7;12,3;34,9;20,2;19,1;6,2;8,1;38,6;23,7;8;74;152;42;GO;enlarged;NA;NA;no_age_initially_given_in_raw_data;NA;-15.47;46.7;NA;37810;NA;no
2389;101-03;Mariarano;adult;F;ravelobensis;3;rave;20,5;13;36,4;21;19;6,2;8,9;38,1;24,4;8,7;79;152;44;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-15.47;46.7;NA;37817;NA;no
2390;87-03;Mariarano;adult;M;ravelobensis;3;rave;20,6;13,1;37,7;20;20,3;5,7;9,7;39,8;23,2;8,8;78;150;44;GO;enlarged;NA;NA;no_age_initially_given_in_raw_data;NA;-15.47;46.7;NA;37811;NA;no
2391;58-03;Mariarano;adult;M;ravelobensis;3;rave;21,1;11,9;36,9;21,9;19,9;7,2;8,4;38,6;23,4;9,2;73;152;45;GO;enlarged;NA;NA;no_age_initially_given_in_raw_data;NA;-15.47;46.7;NA;37809;NA;no
2392;52-03;Mariarano;adult;F;ravelobensis;3;rave;22;13,1;35,4;22,2;20,5;7,1;8,3;41,4;23,7;7,1;81;157;45;GO;NA;NA;NA;no_age_initially_given_in_raw_data;NA;-15.47;46.7;NA;37809;NA;no
2393;104-03;Mariarano;adult;F;ravelobensis;3;rave;20,1;12,2;35,1;20,6;19,3;8;10,7;37,4;22,1;9,3;86;150;46;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-15.47;46.7;NA;37817;NA;no
2394;109-03;Mariarano;adult;F;ravelobensis;3;rave;21,2;12,3;35,6;23,5;19,4;7,5;8,6;40;24;#NV;84;146;46;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-15.47;46.7;NA;37818;NA;no
2395;53-03;Mariarano;adult;F;ravelobensis;3;rave;19,7;12,9;35,5;24,5;19;6,9;8,6;37,3;23,5;8,5;77;157;47;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-15.47;46.7;NA;37809;NA;no
2396;99-03;Mariarano;adult;F;ravelobensis;3;rave;19,9;13,2;#NV;21,9;19,4;7,1;8,3;40;23;7,2;86;148;47;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-15.47;46.7;NA;37815;NA;no
2397;54-03;Mariarano;adult;M;ravelobensis;3;rave;21;11,8;34,1;23,2;19,9;6,9;8,3;39;22,5;8,7;83;158;47;GO;NA;NA;NA;no_age_initially_given_in_raw_data;NA;-15.47;46.7;NA;37809;NA;no
2398;74-03;Mariarano;adult;M;ravelobensis;3;rave;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;47;GO;enlarged;NA;NA;no_age_initially_given_in_raw_data;NA;-15.47;46.7;NA;37811;NA;no
2399;83-03;Mariarano;adult;M;ravelobensis;3;rave;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;47;GO;enlarged;NA;NA;no_age_initially_given_in_raw_data;NA;-15.47;46.7;NA;37811;NA;no
2400;71-03;Mariarano;adult;F;ravelobensis;3;rave;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;49;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-15.47;46.7;NA;37811;NA;no
2401;65-03;Mariarano;adult;F;ravelobensis;3;rave;21,4;13,5;38,5;21,6;19,4;7,3;9;38,6;23,4;9,8;84;161;50;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-15.47;46.7;NA;37810;NA;no
2402;93-03;Mariarano;adult;M;ravelobensis;3;rave;24;12,7;35,1;21,1;20,8;6,7;8,5;41,5;23,1;9;88;146;50;GO;enlarged;NA;NA;no_age_initially_given_in_raw_data;NA;-15.47;46.7;NA;37811;NA;no
2403;107-03;Mariarano;adult;F;ravelobensis;3;rave;19,5;13,9;36,1;21,2;19,1;7,4;8,5;40,3;24,7;7,9;93;159;51;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-15.47;46.7;NA;37817;NA;no
2404;92-03;Mariarano;adult;F;ravelobensis;3;rave;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;51;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-15.47;46.7;NA;37811;NA;no
2405;98-03;Mariarano;adult;M;ravelobensis;3;rave;29,2;12,8;36,7;20,6;19,1;6,4;8,4;39,5;20,2;7,5;88;147;52;GO;enlarged;NA;NA;no_age_initially_given_in_raw_data;NA;-15.47;46.7;NA;37815;NA;no
2406;88-03;Mariarano;adult;F;ravelobensis;3;rave;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;52;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-15.47;46.7;NA;37811;NA;no
2407;M108-14Mari;Mariarano;adult;M;ravelobensis;3;rave;#NV;#NV;35;#NV;#NV;#NV;#NV;38,6;#NV;#NV;81;146;52;UR;NA;NA;NA;NA;NA;-15.49;46.7;NA;41827;A13;NA
2408;M178-14Mari;Mariarano;adult;M;ravelobensis;3;rave;#NV;#NV;35;#NV;#NV;#NV;#NV;41,5;#NV;#NV;90;134;52;UR;NA;NA;NA;NA;NA;-15.47;46.7;NA;41834;A2;RADSEQ
2409;63-03;Mariarano;adult;M;ravelobensis;3;rave;23,5;12,5;35,8;21,5;20,6;7,7;10,5;40,1;24,8;10,3;82;164;54;GO;enlarged;NA;NA;no_age_initially_given_in_raw_data;NA;-15.47;46.7;NA;37810;NA;no
2410;69-03;Mariarano;adult;M;ravelobensis;3;rave;23,6;13;36,4;21;20,5;8;9,4;40;23,8;8;92;141;54;GO;enlarged;NA;NA;no_age_initially_given_in_raw_data;NA;-15.47;46.7;NA;37810;NA;no
2411;94-03;Mariarano;adult;M;ravelobensis;3;rave;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;54;GO;enlarged;NA;NA;no_age_initially_given_in_raw_data;NA;-15.47;46.7;NA;37811;NA;no
2412;59-03;Mariarano;adult;M;ravelobensis;3;rave;21,3;11,7;37,3;22;21,4;7,8;9,3;41,4;22,1;7,8;88;161;55;GO;enlarged;NA;NA;no_age_initially_given_in_raw_data;NA;-15.47;46.7;NA;37809;NA;no
2413;78-03;Mariarano;adult;F;ravelobensis;3;rave;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;55;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-15.47;46.7;NA;37811;NA;no
